Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Myanmar,MMR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,78.57041168,,,,,,,,,,,,,,,,,89.9417572,,,,,,,,,,,,,,,,75.55120087,,,89.06994629,,,,
Middle East & North Africa (excluding high income),MNA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,39.62331009,40.10052872,40.58827972,41.12535858,41.70298004,42.28366852,42.99940109,43.71429825,44.55875015,45.40877151,46.22275925,47.09122849,48.03279877,49.18330002,50.23703003,51.15568924,52.2937088,53.31335831,55.90718842,57.33581924,58.35144043,59.20312881,59.96607971,61.66532898,63.02767944,63.94300079,65.12889862,66.25087738,67.32566833,68.48272705,68.91542053,72.40997314,73.11199188,72.69361115,72.63803101,73.23882294,73.72486877,73.53070831,74.31271362,74.5015564,77.37709045,75.02294159,79.25740051,76.72051239,77.88831329,78.95287323,75.89608765,76.27720642,76.63752747,77.00444794,77.39949799,
Montenegro,MNE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,89.63529968,,,,,,,,,,93.46273804,,,,,,,,,,,,97.77346039,,,,,,,,98.44220734,,,,,,,,,,98.98000336,,
Mongolia,MNG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.76885223,,,,,,,,,,98.25700378,,,,,,,,,,99.18327332,,,
Northern Mariana Islands,MNP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,26.99770927,,,,,,,,,,,,,,,,,38.70787811,,,,,,48.15884018,,,,,,50.5838089,,,,,,56.03900146,,60.65542984,,,59.77960968,,,
Mauritania,MRT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.20767975,,,,,,,45.50378036,,,,,,62.06874847,,,,,,,,66.95999908,,
Mauritius,MUS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.86865997,,,,,,,,,,84.30309296,,,,,,,,,,,89.24983978,91.76600647,91.49002838,92.47476196,92.70760345,93.15783691,,,,,92.15000153,,
Malawi,MWI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.53665161,,,,,,,,,,,64.13424683,,,,,,,,,,,,61.30971909,,,,65.14537048,62.14353943,,,,,,,68.08000183,
Malaysia,MYS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,69.5163269,,,,,,,,,,,82.91536713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,NAC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.57132721,98.58383942,98.6025238,98.61302185,98.62580109,98.64644623,,,,,,,,,98.71929932,98.72724915,98.73326111,98.74022675,98.73995209,98.74066925,
Namibia,NAM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.81658173,,,,,,,,,,84.94425964,,,,,,76.48658752,,,,88.27462769,,,,,,,,,,92.25,,
New Caledonia,NCL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,91.30036926,,,,,,,,,,,,,93.08062744,,,,,,,96.13791656,,,,,,,,,,97.30000305,,,,,,,,,,,,,,,,,
Niger,NER,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.37604046,,,,28.6724205,,,,,,,30.56039047,,,,,,,,,,38.09999847,
Nigeria,NGA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.44675064,,,,,,,,,,,,54.7731781,,,70.198349,,51.07765961,,,,,,,,,,62.01601028,,,,,
Nicaragua,NIC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.67713165,,,,78.00298309,,,,,,,,,,82.61454773,,,,,,,,
Netherlands,NLD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,20.57366943,,,,,,,,,,32.97558975,,,,,,,,,,48.60897064,,,,,,,,,,59.62725067,,,,,,,,,,71.15000153,,
Nauru,NRU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD members,OED,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0459137,97.11087799,,
Oman,OMN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.36331177,,,,,86.62113953,,86.93900299,,,,,93.03861237,,95.5759964,95.6515274,,,,97.33905792,
Other small states,OSS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,71.19277954,71.51165009,71.8418808,72.42163849,73.09158325,73.75576782,74.28700256,74.62203217,75.08734894,75.63807678,75.85413361,76.22351074,76.79734039,77.29128265,78.07466888,78.592659,78.63754272,79.32147217,80.15386963,80.82128906,81.28862,81.83003235,81.37638092,80.61102295,81.65563202,81.10678101,81.78862762,82.26712799,82.73355865,83.09284973,83.49201202,84.25112915,84.73150635,84.94213867,85.1605072,85.39427185,85.63803101,85.70838928,85.83747864,
Pakistan,PAK,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,25.72518921,,,,,,,,,,,,,,,,,42.6993103,,,,,,,49.87363815,54.15121078,52.13682938,55.526371,54.89263916,55.37519073,54.73802185,56.76433945,55.59498978,56.97714996,,,59.13204956,57.01057053,57.99885941,,,,
Panama,PAN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,88.0717392,,,,,,,,,,88.77986145,,,,,,,,,,91.89962006,,,,,,,,,,94.09411621,,,,,,,,95.41181183,95.73607635,,,,
Peru,PER,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,81.91845703,,,,,,,,,,,,87.15062714,,,,,,,,,,,87.66985321,87.90866852,88.69934082,89.59081268,,,,,93.84172821,,93.70794678,94.16233826,94.17366791,94.14961243,94.40827179,,94.49793243,,,
Philippines,PHL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,83.31723022,,,,,,,,,,93.57389832,,,,93.91596985,,,,,,92.60005951,,,92.59069061,,,,,95.42009735,,,,,96.39800262,,98.18254852,,,,96.27816772,98.47457123,,,
Palau,PLW,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,91.92141724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.50312805,,96.59374237,,,,,,,,
Papua New Guinea,PNG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.34326172,,,,,,,,,,61.59999847,,,,,,,,,,,,,
Poland,POL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,98.74273682,,,,,,,,,,99.30000305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.80000305,,
Pre-demographic dividend,PRE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,48.6153183,49.32590103,49.85709,50.5786705,51.19073105,51.84952164,52.14387131,52.66378021,53.27309036,53.67913818,54.32199097,55.19343185,55.86436081,56.78982925,54.99671173,56.35126877,56.97219086,57.23115921,58.11349106,57.64712143,59.08787918,55.20811081,55.23323059,54.43130112,55.06705093,56.81541061,59.44092941,59.00688171,61.2843399,60.28683853,62.66682816,63.82289886,63.64342117,63.95421982,64.18930054,64.67958832,64.97795105,
Puerto Rico,PRI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,86.74606323,,,,,,,,,,89.62249756,,,,,,,,,,,,,,,,,,,,91.96523285,,,,,,,92.38999939,,,,92.40000153,,
"Korea, Dem. People's Rep.",PRK,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.99819183,,,,,,,,,,99.99819183,,,,,
Portugal,PRT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,79.43560791,,,,,,,,,,87.94785309,,,,,,,,,,,,,,,,,,,,94.47705078,,,,,,,,,,96.77999878,,
Paraguay,PRY,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,78.45861053,,,,,,,,,,90.27182007,,,,,,,,,,,,,,,94.55821991,93.29208374,93.75424194,93.87091827,,94.19747162,95.05903625,95.03481293,95.55484009,94.65023804,,94.02079773,93.21353149,94.54454803,,,
West Bank and Gaza,PSE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0769577,,,,,,,92.47750854,,93.4508667,93.76170349,94.00984192,94.43018341,94.71748352,95.02581787,95.67101288,96.04602814,96.21292877,96.47711945,96.7191925,96.92440033,97.21861267,97.37825775,97.5144577,,97.84384155,
Pacific island small states,PSS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,PYF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,75.63504028,,,,,,,,,,,83.26216125,,,,,,,88.96238708,,,93.08255005,93.98973083,94.72428894,96.28373718,96.40686798,96.67858887,97.47785187,97.74668884,,,,,,,,,
Romania,ROU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.7099762,,,,,,,,,,97.29759216,,,,,,,,,98.60428619,,,,,,,,,,99.15943146,,
Russian Federation,RUS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.98605347,,,,,,,,,,,,,99.44097137,,,,,,,,99.68427277,,,,,,,,,,,99.92777252,,
Rwanda,RWA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,38.24343109,,,,,,,,,,,,,57.85348892,,,,,,,,,64.88860321,,,,,,,,,,65.85227203,,,,70.80413055,,,,73.21559143,,,,78.76318359,
South Asia,SAS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,36.03934097,36.04425049,36.6957016,37.34392166,37.98004913,38.59590149,38.63156891,39.82555008,40.47922134,41.13370132,41.78565979,42.44036865,43.09804916,43.84537125,44.61243057,45.35919952,45.78955841,47.08633041,48.08145905,48.84938049,49.64048004,50.44919968,51.26016998,56.10293961,56.87630844,57.65058136,58.09878922,59.20312881,60.09577942,60.87617111,60.62966919,60.16196823,61.70198059,62.7935791,63.46567917,66.03605652,66.50596619,67.30776215,68.05452728,68.79316711,69.75715637,71.10492706,71.7903595,72.08151245,71.94278717,72.65860748,73.42247009,74.1877594,
Saudi Arabia,SAU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.82164764,,,,,,,,79.35093689,,,,82.85774231,,,,,,,,,94.4263382,,,,95.32862854,,,97.58506775,,,
Sudan,SDN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.34587097,,,,,,,,53.51737976,,,,,,,,,,60.6971817,,,,,
Senegal,SEN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.86885071,,,,,,,,,,,,,,39.27524948,,,,41.89115143,,,48.03678131,,51.81454849,,43.53450012,,,,51.90042114,,,,,57.66999817,
Singapore,SGP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,82.90605164,,,,,,,,,,89.09600067,,,,,,,,,,92.54940033,,,,,,,,,,95.85733032,96.18604279,96.36978912,96.54801941,96.71669006,96.82549286,97.04956055,97.2022171,97.34485626,97.47958374,97.1318512,97.6475296,,
Solomon Islands,SLB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.59999847,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,SLE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.82678986,,,,,,,,,32.42617035,,,,,,,,,48.63999939,
El Salvador,SLV,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.14315796,,,,,,,,,,,,,,83.5594635,82.02863312,83.95130157,84.10289001,84.49272156,85.49398804,,86.76757813,,87.96984863,88.14176941,88.48271179,89.00859833,89.13791656,89.98452759,,,
San Marino,SMR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.91475677,
Somalia,SOM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,5.404650211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.02500153,
Serbia,SRB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.39723969,,,,,,,,97.96240997,,,,,98.84150696,,,99.48252869,,,,
Sub-Saharan Africa (excluding high income),SSA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,49.66851044,49.98794937,50.6180687,51.0959816,51.68484879,52.3336792,52.8059082,53.16691971,53.71892166,54.42776108,54.72232056,55.34027863,56.18748856,56.86299133,57.72032928,56.24827957,57.48923111,57.97988892,58.34194183,59.86169052,58.89062119,60.25033951,57.71216965,57.87607956,58.64847183,59.20811081,60.7833786,61.96463013,62.82595825,63.50904083,64.12805939,64.85732269,65.21926117,66.67989349,67.40724945,67.54411316,67.58847809,67.7116394,
South Sudan,SSD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.83127975,,,,,,,,,,34.52275848,,,,,
Sub-Saharan Africa,SSF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,49.67414856,49.9936409,50.62374878,51.10168076,51.69055939,52.33940125,52.8116188,53.17251968,53.72444153,54.43320084,54.72776031,55.34564972,56.19274902,56.8682518,57.72549057,56.25376129,57.49454117,57.98503876,58.34712982,59.8666687,58.89574051,60.25526047,57.71746063,57.88127899,58.65356064,59.2130394,60.78815842,61.96923828,62.83042908,63.51337814,64.13227844,64.86139679,65.22324371,66.68363953,67.41085815,67.54763031,67.59192657,67.7150116,
Small states,SST,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.57846069,77.06575012,77.54881287,77.94120789,78.15934753,78.47515869,78.87770844,79.03469849,79.36598969,79.83637238,80.25080109,80.86553955,81.05890656,81.40119171,81.97280121,82.61617279,83.13954926,83.51766205,83.95848083,83.65026855,83.19394684,83.96173859,83.56893921,84.06095886,84.41446686,84.7188797,84.96060181,85.23026276,85.79714203,86.15035248,86.30580139,86.47145844,86.6712265,86.84985352,86.91940308,87.01966095,
Sao Tome and Principe,STP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,57.32426071,,,,,,,,,,73.24241638,,,,,,,,,,84.9085083,,,,,,,69.53639221,,,,90.14309692,,,,,,,,,,93.75,
Suriname,SUR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.59806061,,,,94.62094116,,94.67575073,,92.86865997,,,,,,,,,95,,
Slovak Republic,SVK,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.52452087,,,,,,,,,,99.59999847,,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,55.32503891,,,,,,,,,,67.23937988,,,,,,,,,,,,,,81.66069794,,,,,,,,,,83.09828949,,,,,,,,,,89.27999878,,,
Sint Maarten (Dutch part),SXM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.22921753,,,,,,,87.8111496,,,,,,,,91.8364563,,,,,,,,93.95423126,,,,,,,,,,96.19999695,,,
Syrian Arab Republic,SYR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,55.65449905,,,,,,,,,,,,,,,,,,,,,82.88825226,,80.84452057,,,,,,,,,,86.30000305,,,,,,,94.41914368,,
Turks and Caicos Islands,TCA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.89465046,,,,,,,25.65420914,,,,28.38142967,,,,,,,,,,,26.00299072,22.31155014,,,,,,27.28000069,
East Asia & Pacific (IDA & IBRD countries),TEA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,63.1921196,63.35945129,64.56790161,65.92337036,66.58144379,68.32592773,69.00263214,70.43041229,71.52169037,72.55986786,73.49314117,74.74855042,79.0273819,79.73667908,79.54802704,80.94316864,81.50932312,82.02114868,82.60978699,83.19967651,83.72646332,89.38498688,89.77085876,90.07325745,90.38484955,90.80222321,91.14552307,91.49049377,91.82585907,92.12751007,92.54476929,93.67214966,93.93517303,94.24246979,94.42125702,94.15882874,94.33483887,94.43241882,94.89228058,95.09890747,95.26261902,95.4295578,95.52983856,95.91288757,96.22490692,96.25110626,,
Europe & Central Asia (IDA & IBRD countries),TEC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,94.30168152,95.02438354,95.18760681,95.35749817,95.52458954,95.70230103,95.7953186,95.95889282,96.08641052,96.20008087,96.30973816,96.41584778,96.52057648,96.67832947,96.77806854,97.06327057,97.12281799,97.28708649,97.3662796,97.43974304,97.51368713,97.56743622,97.69850159,97.66570282,97.74787903,97.84797668,98.22634125,98.49771118,98.72580719,98.84133148,98.88304901,98.91011047,98.93250275,99.04476929,99.04669189,99.20314789,99.22129059,99.29792023,99.32859802,99.349823,
Togo,TGO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.17760086,,,,,,56.88837051,,,57.09337997,,60.40993881,,,,63.74562073,,,,66.53707886,,,,
Thailand,THA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,87.98175812,,,,,,,,,,,,,,,,,,,,92.64653778,,,,,93.50646973,,,,,96.4309082,,,93.70207214,,92.86830902,,,93.76776123,,,94.09999847,,
Tajikistan,TJK,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.69402313,,,,,,,,,,,99.45068359,,,,,,,,,,99.69999695,,,,,,,,,,,,,
Turkmenistan,TKM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.77832031,,,,,,,,,,99.40000153,,,,,,,,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,78.03568268,78.05528259,78.41751099,78.83381653,79.28690338,79.69650269,80.02404022,80.4641571,80.85545349,81.2618866,81.64317322,82.0110321,82.37168884,82.6669693,83.17289734,83.62869263,83.95121002,84.57997131,85.18576813,85.81564331,86.41613007,87.02548218,87.35897827,87.69407654,88.06700134,88.38733673,88.65263367,88.85426331,89.00974274,89.83120728,89.77258301,90.2740097,90.2277832,90.86018372,91.12097168,91.40442657,91.3952179,91.98246765,92.23441315,92.2822876,92.74133301,92.90988922,93.40379333,93.47335815,93.6103363,94.07157135,94.09838104,94.36309814,94.51290131,
Timor-Leste,TLS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.59999847,,,,,,50.59999847,,,58.30897903,,,,,,,,,,69.90000153,,,
Middle East & North Africa (IDA & IBRD countries),TMN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,39.25675964,39.73791885,40.22972107,40.77125168,41.35366058,41.93915176,42.66082001,43.38164139,44.23308945,45.0901413,45.91088104,46.78654861,47.73591995,48.89595032,49.95840836,50.8846817,52.0321312,53.06023026,55.67554855,57.11513138,58.13679123,58.98606873,59.74478912,61.44976044,62.81528091,63.74256897,64.91893005,66.0451889,67.12400055,68.28600311,68.70024109,72.2226181,72.93180084,72.50079346,72.44258118,73.04457855,73.53092957,73.32862854,74.1133194,74.29891968,77.19400024,74.81005859,79.0837326,76.51608276,77.69116211,78.76262665,75.66854095,76.05084229,76.41278076,76.78054047,77.17636108,
Tonga,TON,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,99.59246063,,,,,,,,,,,,,,,,,,,,98.90537262,,,,,,,,,,99.01846313,,,,,99.38552856,,,,,,,,,,99.40000153,,
South Asia (IDA & IBRD),TSA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,36.03934097,36.04425049,36.6957016,37.34392166,37.98004913,38.59590149,38.63156891,39.82555008,40.47922134,41.13370132,41.78565979,42.44036865,43.09804916,43.84537125,44.61243057,45.35919952,45.78955841,47.08633041,48.08145905,48.84938049,49.64048004,50.44919968,51.26016998,56.10293961,56.87630844,57.65058136,58.09878922,59.20312881,60.09577942,60.87617111,60.62966919,60.16196823,61.70198059,62.7935791,63.46567917,66.03605652,66.50596619,67.30776215,68.05452728,68.79316711,69.75715637,71.10492706,71.7903595,72.08151245,71.94278717,72.65860748,73.42247009,74.1877594,
